cow_id,timestamp,age_months,ambient_temp_celsius,humidity_percent,health_status,temperature_celsius,heart_rate_bpm,activity_score,rumination_minutes_day,feed_intake_kg_day,water_intake_liters_day,respiration_rate_bpm
cow_009,2025-01-25 06:00:00,54,22.4,65.0,healthy,38.8,72,4,426,12.5,60.5,24
cow_009,2025-01-25 12:00:00,54,25.6,57.2,healthy,38.2,58,8,380,17.3,72.7,23
cow_009,2025-01-25 18:00:00,54,26.9,50.4,healthy,38.7,51,9,289,13.5,96.5,22
cow_009,2025-01-26 00:00:00,54,21.3,57.7,healthy,38.5,68,7,385,15.1,87.0,25
cow_009,2025-01-26 06:00:00,54,28.6,52.8,healthy,38.1,64,10,422,14.3,88.4,28
cow_009,2025-01-26 12:00:00,54,22.8,63.2,healthy,38.6,66,4,306,15.9,73.9,30
cow_009,2025-01-26 18:00:00,54,25.0,66.5,healthy,37.8,68,6,419,16.3,85.2,28
cow_009,2025-01-27 00:00:00,54,28.3,71.9,sick,39.5,80,3,253,5.0,50.0,40
cow_009,2025-01-27 06:00:00,54,29.3,79.5,sick,39.5,78,3,335,5.7,55.6,38
cow_009,2025-01-27 12:00:00,54,25.5,73.8,sick,39.5,76,4,250,7.8,65.9,40
cow_009,2025-01-27 18:00:00,54,20.9,58.9,sick,39.2,79,3,323,6.1,58.0,39
cow_009,2025-01-28 00:00:00,54,21.1,64.9,sick,39.5,80,1,325,9.3,66.2,40
cow_009,2025-01-28 06:00:00,54,23.7,75.4,sick,39.5,80,1,333,5.0,60.2,40
cow_009,2025-01-28 12:00:00,54,21.7,75.1,sick,39.5,80,6,250,8.2,66.9,39
cow_009,2025-01-28 18:00:00,54,27.2,61.5,sick,39.5,80,2,250,5.6,61.8,40
cow_009,2025-01-29 00:00:00,54,22.9,68.6,sick,39.5,80,2,263,5.3,81.0,40
cow_009,2025-01-29 06:00:00,54,27.9,79.5,sick,39.5,80,4,250,10.0,64.6,40
cow_009,2025-01-29 12:00:00,54,24.3,71.8,sick,39.5,76,2,250,9.7,58.1,40
cow_009,2025-01-29 18:00:00,54,27.5,52.8,sick,39.5,80,1,250,10.2,57.3,39
cow_009,2025-01-30 00:00:00,54,22.5,57.5,healthy,38.1,61,7,391,16.4,80.0,29
cow_009,2025-01-30 06:00:00,54,28.8,78.8,healthy,38.8,62,5,394,12.6,66.9,26
cow_009,2025-01-30 12:00:00,54,29.7,69.9,healthy,38.4,67,8,436,16.7,73.6,26
cow_009,2025-01-30 18:00:00,54,23.8,55.1,healthy,39.0,66,8,436,13.5,83.4,25
cow_010,2025-01-01 00:00:00,37,28.7,73.7,healthy,38.8,65,9,382,13.4,85.7,22
cow_010,2025-01-01 06:00:00,37,23.8,67.9,healthy,38.6,71,5,349,15.6,65.7,27
cow_010,2025-01-01 12:00:00,37,29.7,59.8,healthy,38.6,60,6,349,12.7,72.6,19
cow_010,2025-01-01 18:00:00,37,27.1,77.7,healthy,38.4,60,7,469,12.6,78.4,27
cow_010,2025-01-02 00:00:00,37,24.0,73.7,healthy,38.3,67,10,344,18.1,64.1,22
cow_010,2025-01-02 06:00:00,37,27.5,52.4,healthy,38.7,66,7,423,11.4,79.1,25
cow_010,2025-01-02 12:00:00,37,24.7,54.9,healthy,38.4,66,5,402,13.7,85.6,25
cow_010,2025-01-02 18:00:00,37,21.8,53.7,healthy,38.9,67,9,435,10.6,72.8,24
cow_010,2025-01-03 00:00:00,37,28.3,79.4,healthy,38.5,68,7,405,18.1,82.7,23
cow_010,2025-01-03 06:00:00,37,27.0,64.3,healthy,38.4,68,6,352,17.1,77.9,27
cow_010,2025-01-03 12:00:00,37,29.4,75.0,healthy,38.4,63,9,371,15.8,89.9,23
cow_010,2025-01-03 18:00:00,37,26.0,67.7,healthy,38.6,67,8,429,16.1,71.1,21
cow_010,2025-01-04 00:00:00,37,28.4,51.9,healthy,39.1,71,6,437,16.9,80.4,30
cow_010,2025-01-04 06:00:00,37,24.7,76.4,healthy,38.3,72,6,426,15.4,91.1,26
cow_010,2025-01-04 12:00:00,37,29.2,74.6,healthy,38.3,71,7,311,14.3,73.1,28
cow_010,2025-01-04 18:00:00,37,29.9,57.8,healthy,38.3,71,8,331,16.3,73.9,28
cow_010,2025-01-05 00:00:00,37,27.9,51.7,healthy,38.3,60,7,471,16.0,83.1,30
cow_010,2025-01-05 06:00:00,37,27.9,55.1,healthy,38.6,61,8,426,14.8,93.1,27
cow_010,2025-01-05 12:00:00,37,23.1,76.5,healthy,38.8,56,7,443,14.6,89.4,24
cow_010,2025-01-05 18:00:00,37,20.9,52.6,healthy,38.7,70,8,364,16.0,64.5,18
cow_010,2025-01-06 00:00:00,37,24.9,72.6,healthy,38.7,67,6,468,11.7,78.3,24
cow_010,2025-01-06 06:00:00,37,21.1,59.0,healthy,39.0,69,5,354,16.4,91.0,24
cow_010,2025-01-06 12:00:00,37,29.9,79.6,healthy,38.4,64,6,465,14.9,75.7,25
cow_010,2025-01-06 18:00:00,37,20.6,71.5,healthy,38.6,72,6,432,12.6,88.7,28
cow_010,2025-01-07 00:00:00,37,23.7,77.2,healthy,38.4,64,5,420,14.3,78.6,23
cow_010,2025-01-07 06:00:00,37,22.8,67.2,healthy,38.3,61,7,324,15.0,82.3,23
cow_010,2025-01-07 12:00:00,37,27.6,51.7,healthy,38.6,64,7,371,12.6,97.7,21
cow_010,2025-01-07 18:00:00,37,20.9,52.4,healthy,37.8,63,5,388,15.7,86.1,27
cow_010,2025-01-08 00:00:00,37,25.0,63.1,healthy,38.1,64,5,462,14.6,73.4,33
cow_010,2025-01-08 06:00:00,37,28.3,78.1,healthy,38.5,73,7,383,12.9,68.7,25
cow_010,2025-01-08 12:00:00,37,28.5,74.5,healthy,38.5,66,5,453,14.7,65.4,20
cow_010,2025-01-08 18:00:00,37,25.2,61.7,healthy,38.8,75,6,342,17.6,85.6,26
cow_010,2025-01-09 00:00:00,37,27.4,56.4,healthy,38.9,75,8,474,13.6,58.6,27
cow_010,2025-01-09 06:00:00,37,25.1,57.4,healthy,37.9,70,5,343,14.9,76.6,29
cow_010,2025-01-09 12:00:00,37,24.7,55.6,healthy,38.6,65,7,379,15.5,72.1,22
cow_010,2025-01-09 18:00:00,37,23.9,75.9,healthy,38.6,65,9,425,17.3,78.7,24
cow_010,2025-01-10 00:00:00,37,26.1,52.9,healthy,38.8,65,6,330,18.6,88.9,24
cow_010,2025-01-10 06:00:00,37,29.7,77.3,healthy,38.5,66,9,335,15.8,68.8,24
cow_010,2025-01-10 12:00:00,37,24.6,76.6,healthy,38.9,68,6,361,13.9,85.9,29
cow_010,2025-01-10 18:00:00,37,27.0,76.2,healthy,38.5,66,8,404,11.8,70.9,20
cow_010,2025-01-11 00:00:00,37,23.0,59.4,healthy,38.7,71,7,400,11.6,78.1,20
cow_010,2025-01-11 06:00:00,37,28.6,66.4,healthy,38.4,64,7,419,15.3,92.0,25
cow_010,2025-01-11 12:00:00,37,29.2,75.9,healthy,38.4,58,6,418,16.0,85.7,30
cow_010,2025-01-11 18:00:00,37,23.2,55.2,healthy,37.6,62,9,351,13.8,86.3,26
cow_010,2025-01-12 00:00:00,37,27.9,56.9,healthy,38.3,69,9,408,10.0,60.2,22
cow_010,2025-01-12 06:00:00,37,22.8,63.3,healthy,38.2,65,7,362,15.1,98.0,31
cow_010,2025-01-12 12:00:00,37,29.2,52.3,healthy,37.9,61,10,394,14.4,89.7,27
cow_010,2025-01-12 18:00:00,37,22.6,64.8,healthy,38.4,68,7,425,16.9,90.9,25
cow_010,2025-01-13 00:00:00,37,24.0,57.2,healthy,38.9,58,7,428,15.0,87.9,31
cow_010,2025-01-13 06:00:00,37,28.7,51.6,healthy,38.7,63,7,444,17.5,83.2,24
cow_010,2025-01-13 12:00:00,37,25.2,77.4,healthy,38.5,72,8,489,13.9,85.3,27
cow_010,2025-01-13 18:00:00,37,25.1,73.2,healthy,38.3,66,8,372,13.7,71.7,24
cow_010,2025-01-14 00:00:00,37,29.0,72.5,healthy,39.4,75,9,442,11.9,87.9,23
cow_010,2025-01-14 06:00:00,37,21.1,77.7,healthy,38.3,61,6,363,13.5,68.9,19
cow_010,2025-01-14 12:00:00,37,23.3,74.2,healthy,38.6,63,6,358,17.0,86.0,25
cow_010,2025-01-14 18:00:00,37,27.5,54.8,healthy,39.0,61,6,289,15.5,81.8,21
cow_010,2025-01-15 00:00:00,37,20.5,73.0,healthy,38.6,54,9,364,16.1,78.9,25
cow_010,2025-01-15 06:00:00,37,26.4,70.5,healthy,38.8,60,5,417,18.0,84.9,24
cow_010,2025-01-15 12:00:00,37,28.0,54.4,healthy,38.4,65,9,381,13.9,76.3,25
cow_010,2025-01-15 18:00:00,37,29.0,69.5,healthy,38.4,64,8,438,13.7,80.5,28
cow_010,2025-01-16 00:00:00,37,29.4,65.4,healthy,38.5,76,3,496,13.5,69.8,29
cow_010,2025-01-16 06:00:00,37,22.4,78.9,healthy,38.7,65,10,388,16.4,64.1,19
cow_010,2025-01-16 12:00:00,37,29.0,71.0,healthy,38.8,62,7,484,13.4,76.4,24
cow_010,2025-01-16 18:00:00,37,20.3,75.3,healthy,38.1,72,7,331,12.2,76.1,27
cow_010,2025-01-17 00:00:00,37,26.5,78.4,healthy,38.5,63,10,306,15.8,84.0,23
cow_010,2025-01-17 06:00:00,37,29.3,71.8,healthy,38.5,59,7,459,18.2,72.1,25
cow_010,2025-01-17 12:00:00,37,21.5,73.6,healthy,38.7,59,7,415,14.8,71.2,24
cow_010,2025-01-17 18:00:00,37,26.4,63.8,healthy,37.9,67,6,411,16.1,91.0,27
cow_010,2025-01-18 00:00:00,37,24.4,56.3,healthy,38.3,71,7,446,15.7,84.4,22
cow_010,2025-01-18 06:00:00,37,22.4,62.6,healthy,38.0,62,7,453,17.4,92.6,32
cow_010,2025-01-18 12:00:00,37,21.9,68.0,healthy,37.9,66,7,326,17.2,77.7,19
cow_010,2025-01-18 18:00:00,37,23.0,59.0,healthy,38.3,73,5,343,14.2,93.6,25
cow_010,2025-01-19 00:00:00,37,29.2,50.3,healthy,38.0,67,6,403,16.4,90.0,23
cow_010,2025-01-19 06:00:00,37,23.2,56.2,healthy,38.2,55,7,389,16.3,95.2,20
cow_010,2025-01-19 12:00:00,37,23.7,74.6,healthy,38.3,68,6,468,15.8,83.2,20
cow_010,2025-01-19 18:00:00,37,20.7,63.0,healthy,38.8,72,8,302,14.3,74.5,23
cow_010,2025-01-20 00:00:00,37,27.7,51.6,healthy,38.6,68,7,413,15.9,81.9,19
cow_010,2025-01-20 06:00:00,37,26.7,59.1,healthy,38.5,66,5,380,21.6,63.5,25
cow_010,2025-01-20 12:00:00,37,26.3,55.1,healthy,38.4,71,7,407,14.8,76.0,25
cow_010,2025-01-20 18:00:00,37,23.7,78.3,healthy,38.7,61,6,415,12.5,85.1,31
cow_010,2025-01-21 00:00:00,37,26.7,67.8,healthy,38.8,59,5,413,14.1,84.7,24
cow_010,2025-01-21 06:00:00,37,25.0,53.5,healthy,38.5,61,6,430,11.4,68.4,22
cow_010,2025-01-21 12:00:00,37,22.8,57.3,healthy,38.5,66,6,474,15.5,85.2,23
cow_010,2025-01-21 18:00:00,37,27.1,59.1,healthy,38.6,65,8,387,12.0,100.2,23
cow_010,2025-01-22 00:00:00,37,27.7,60.3,healthy,38.3,58,5,442,13.8,77.1,22
cow_010,2025-01-22 06:00:00,37,28.4,78.1,healthy,38.4,66,7,331,14.9,73.7,23
cow_010,2025-01-22 12:00:00,37,29.6,55.7,healthy,38.5,64,9,399,15.5,62.5,24
cow_010,2025-01-22 18:00:00,37,28.6,74.7,healthy,38.5,62,6,353,11.9,56.8,28
cow_010,2025-01-23 00:00:00,37,28.5,75.4,healthy,38.5,63,8,437,16.3,82.2,22
cow_010,2025-01-23 06:00:00,37,24.4,53.2,healthy,38.2,70,7,322,14.9,91.4,25
cow_010,2025-01-23 12:00:00,37,24.3,59.3,healthy,38.8,63,6,386,14.7,67.4,25
cow_010,2025-01-23 18:00:00,37,20.0,68.5,healthy,37.9,62,7,307,14.7,79.6,21
cow_010,2025-01-24 00:00:00,37,24.9,57.7,healthy,38.2,66,6,452,13.0,74.2,25
cow_010,2025-01-24 06:00:00,37,28.0,69.1,healthy,38.1,74,7,444,12.4,90.3,28
cow_010,2025-01-24 12:00:00,37,27.0,63.5,healthy,38.6,60,6,418,13.1,83.3,23
cow_010,2025-01-24 18:00:00,37,26.7,61.9,healthy,38.6,66,8,500,17.8,70.9,22
cow_010,2025-01-25 00:00:00,37,22.7,69.3,healthy,38.7,59,6,372,15.7,91.2,22
cow_010,2025-01-25 06:00:00,37,29.9,77.5,healthy,39.0,64,5,404,19.8,82.2,27
cow_010,2025-01-25 12:00:00,37,24.2,75.0,healthy,38.7,66,7,364,16.4,62.5,23
cow_010,2025-01-25 18:00:00,37,27.1,57.9,healthy,38.8,62,8,454,14.9,94.2,22
cow_010,2025-01-26 00:00:00,37,24.8,61.8,healthy,37.9,61,8,418,17.1,68.8,27
cow_010,2025-01-26 06:00:00,37,24.9,75.2,healthy,38.5,67,6,316,15.8,95.1,26
cow_010,2025-01-26 12:00:00,37,24.1,79.2,healthy,38.9,70,7,322,15.9,66.7,22
cow_010,2025-01-26 18:00:00,37,27.2,63.6,healthy,38.6,60,7,363,14.4,79.3,22
cow_010,2025-01-27 00:00:00,37,25.7,63.4,healthy,38.5,67,6,486,9.8,97.4,23
cow_010,2025-01-27 06:00:00,37,20.7,53.3,healthy,38.0,60,9,468,15.7,89.3,26
cow_010,2025-01-27 12:00:00,37,20.2,58.2,healthy,38.1,62,6,415,17.0,71.5,23
cow_010,2025-01-27 18:00:00,37,20.5,50.7,healthy,38.1,61,8,425,16.2,76.2,15
cow_010,2025-01-28 00:00:00,37,25.0,50.4,healthy,38.4,62,6,380,14.4,77.7,22
cow_010,2025-01-28 06:00:00,37,22.8,57.1,healthy,38.6,63,10,361,11.8,84.3,26
cow_010,2025-01-28 12:00:00,37,29.8,57.5,healthy,38.4,67,7,321,14.5,82.7,22
cow_010,2025-01-28 18:00:00,37,27.2,69.1,healthy,38.6,59,8,404,13.9,76.0,23
cow_010,2025-01-29 00:00:00,37,27.0,74.1,healthy,38.6,67,6,371,14.5,76.2,28
cow_010,2025-01-29 06:00:00,37,23.6,64.0,healthy,38.0,67,7,432,14.4,67.3,26
cow_010,2025-01-29 12:00:00,37,25.3,56.0,healthy,39.0,59,8,425,13.4,65.0,30
cow_010,2025-01-29 18:00:00,37,20.2,80.0,healthy,39.1,61,5,348,12.8,89.1,30
cow_010,2025-01-30 00:00:00,37,23.2,56.6,healthy,38.1,64,7,426,13.9,83.1,23
cow_010,2025-01-30 06:00:00,37,29.0,73.7,healthy,38.4,69,8,386,16.8,76.0,30
cow_010,2025-01-30 12:00:00,37,20.8,63.3,healthy,38.8,60,5,435,13.6,81.4,20
cow_010,2025-01-30 18:00:00,37,27.9,60.1,healthy,38.5,68,8,375,15.3,73.9,26
cow_011,2025-01-01 00:00:00,65,20.6,72.0,healthy,38.5,66,10,343,16.2,54.8,29
cow_011,2025-01-01 06:00:00,65,23.6,58.4,healthy,37.9,71,8,330,16.6,90.6,17
cow_011,2025-01-01 12:00:00,65,25.7,50.9,healthy,38.9,66,7,384,15.7,70.8,25
cow_011,2025-01-01 18:00:00,65,25.0,68.4,healthy,38.4,64,9,351,17.6,82.9,25
cow_011,2025-01-02 00:00:00,65,24.9,57.5,healthy,38.3,63,5,415,14.1,83.9,28
cow_011,2025-01-02 06:00:00,65,27.0,54.2,healthy,38.8,68,4,329,16.4,67.2,24
cow_011,2025-01-02 12:00:00,65,25.2,69.9,healthy,38.7,63,6,370,11.9,81.3,31
cow_011,2025-01-02 18:00:00,65,26.7,75.5,healthy,38.3,57,8,389,16.5,91.2,23
cow_011,2025-01-03 00:00:00,65,28.5,63.1,healthy,38.6,58,9,429,17.5,78.9,29
cow_011,2025-01-03 06:00:00,65,28.9,74.7,healthy,38.6,62,6,436,13.6,79.2,25
cow_011,2025-01-03 12:00:00,65,21.1,73.0,healthy,38.6,67,6,431,14.3,75.6,27
cow_011,2025-01-03 18:00:00,65,29.2,65.7,healthy,38.6,60,9,448,19.7,84.2,21
cow_011,2025-01-04 00:00:00,65,20.8,58.4,healthy,38.2,65,8,346,13.6,73.0,26
cow_011,2025-01-04 06:00:00,65,24.5,60.4,healthy,38.8,66,4,439,15.2,69.8,28
cow_011,2025-01-04 12:00:00,65,24.4,56.2,healthy,38.3,58,8,375,10.4,66.2,26
cow_011,2025-01-04 18:00:00,65,29.8,63.2,healthy,38.9,69,8,366,17.4,73.7,28
cow_011,2025-01-05 00:00:00,65,26.3,60.7,healthy,38.7,66,8,365,15.5,62.5,29
cow_011,2025-01-05 06:00:00,65,24.7,72.2,healthy,38.6,56,7,452,17.8,85.5,25
cow_011,2025-01-05 12:00:00,65,25.2,67.1,healthy,38.8,65,4,298,12.3,83.7,29
cow_011,2025-01-05 18:00:00,65,25.9,55.2,healthy,38.9,70,9,350,17.0,69.0,25
cow_011,2025-01-06 00:00:00,65,28.3,68.3,healthy,38.3,60,7,449,17.9,84.7,26
cow_011,2025-01-06 06:00:00,65,29.4,74.8,healthy,38.6,65,6,329,15.4,89.6,28
cow_011,2025-01-06 12:00:00,65,25.5,58.7,healthy,38.4,68,6,288,15.4,75.7,28
cow_011,2025-01-06 18:00:00,65,29.9,66.4,healthy,38.5,65,7,303,16.3,72.6,25
cow_011,2025-01-07 00:00:00,65,29.3,77.0,healthy,38.8,66,9,419,16.1,79.8,25
cow_011,2025-01-07 06:00:00,65,21.8,58.2,healthy,38.6,66,7,468,13.9,80.2,29
cow_011,2025-01-07 12:00:00,65,23.3,56.8,healthy,38.3,65,9,365,16.3,94.4,27
cow_011,2025-01-07 18:00:00,65,21.0,67.9,healthy,38.6,69,5,316,11.0,76.7,28
cow_011,2025-01-08 00:00:00,65,25.5,68.6,healthy,38.4,59,7,405,16.5,85.0,20
cow_011,2025-01-08 06:00:00,65,25.2,64.4,healthy,38.8,70,10,340,14.1,77.1,24
cow_011,2025-01-08 12:00:00,65,29.7,57.2,healthy,38.7,60,5,397,12.1,89.8,26
cow_011,2025-01-08 18:00:00,65,25.9,61.6,healthy,38.4,54,6,440,16.4,72.4,30
cow_011,2025-01-09 00:00:00,65,20.3,79.9,healthy,38.8,70,7,399,14.1,89.8,30
cow_011,2025-01-09 06:00:00,65,28.2,69.3,healthy,38.4,65,6,458,15.1,81.6,22
cow_011,2025-01-09 12:00:00,65,26.8,56.8,healthy,38.4,68,9,372,15.5,62.9,18
cow_011,2025-01-09 18:00:00,65,27.6,75.7,healthy,38.3,61,7,404,11.9,79.1,25
cow_011,2025-01-10 00:00:00,65,21.2,71.9,healthy,38.6,61,6,317,13.0,75.2,24
cow_011,2025-01-10 06:00:00,65,21.8,73.1,healthy,38.5,63,6,385,13.7,80.9,25
cow_011,2025-01-10 12:00:00,65,30.0,68.2,healthy,38.9,70,5,418,14.0,77.6,29
cow_011,2025-01-10 18:00:00,65,29.1,75.5,healthy,38.3,71,7,366,13.0,81.8,28
cow_011,2025-01-11 00:00:00,65,25.0,74.0,healthy,38.9,68,8,449,13.5,74.2,30
cow_011,2025-01-11 06:00:00,65,25.7,59.1,healthy,39.1,74,5,446,10.6,83.1,20
cow_011,2025-01-11 12:00:00,65,24.9,73.0,healthy,38.8,64,7,328,17.3,72.6,26
cow_011,2025-01-11 18:00:00,65,28.0,66.0,healthy,38.4,68,7,382,15.0,93.5,25
cow_011,2025-01-12 00:00:00,65,28.8,63.7,healthy,37.9,66,7,338,14.5,101.5,24
cow_011,2025-01-12 06:00:00,65,24.8,78.1,healthy,38.8,56,4,434,14.4,81.2,26
cow_011,2025-01-12 12:00:00,65,22.6,66.2,healthy,38.7,69,8,354,10.8,83.4,22
cow_011,2025-01-12 18:00:00,65,27.2,51.5,healthy,38.1,63,7,417,14.2,92.0,30
cow_011,2025-01-13 00:00:00,65,29.5,75.1,healthy,38.4,71,9,419,15.5,73.5,26
cow_011,2025-01-13 06:00:00,65,29.3,50.1,healthy,39.0,67,5,409,15.7,101.6,27
cow_011,2025-01-13 12:00:00,65,27.8,73.8,healthy,38.5,69,8,461,13.6,71.9,23
cow_011,2025-01-13 18:00:00,65,20.8,62.5,healthy,38.7,67,7,381,16.3,57.3,29
cow_011,2025-01-14 00:00:00,65,29.9,77.3,healthy,38.5,67,6,377,12.2,86.0,24
cow_011,2025-01-14 06:00:00,65,27.0,63.2,healthy,38.3,61,8,436,14.2,94.6,22
cow_011,2025-01-14 12:00:00,65,29.2,65.4,healthy,38.8,66,5,390,11.9,64.0,22
cow_011,2025-01-14 18:00:00,65,25.0,75.8,healthy,38.2,57,6,399,10.5,66.3,24
cow_011,2025-01-15 00:00:00,65,21.9,50.1,healthy,38.9,70,7,500,14.6,75.5,23
cow_011,2025-01-15 06:00:00,65,30.0,58.4,healthy,38.8,66,6,414,18.1,108.2,24
cow_011,2025-01-15 12:00:00,65,23.4,68.6,healthy,38.0,71,9,456,13.4,78.3,18
cow_011,2025-01-15 18:00:00,65,25.5,63.5,healthy,38.7,59,7,370,18.0,75.7,26
cow_011,2025-01-16 00:00:00,65,23.4,65.6,healthy,38.3,60,9,299,12.7,77.9,30
cow_011,2025-01-16 06:00:00,65,23.5,78.3,healthy,38.0,64,7,477,18.6,76.4,21
cow_011,2025-01-16 12:00:00,65,20.0,51.1,healthy,39.1,66,7,379,14.4,60.4,26
cow_011,2025-01-16 18:00:00,65,20.7,55.0,healthy,37.8,66,6,386,15.2,86.0,28
cow_011,2025-01-17 00:00:00,65,26.8,65.9,healthy,38.7,62,7,360,16.1,77.6,24
cow_011,2025-01-17 06:00:00,65,24.0,66.2,healthy,38.4,62,5,397,14.4,100.1,24
cow_011,2025-01-17 12:00:00,65,28.0,54.2,healthy,38.6,68,6,447,15.9,85.6,26
cow_011,2025-01-17 18:00:00,65,24.7,65.4,healthy,38.4,66,6,318,11.2,68.0,24
cow_011,2025-01-18 00:00:00,65,20.3,67.9,healthy,38.9,64,10,444,15.0,87.4,29
cow_011,2025-01-18 06:00:00,65,23.6,75.4,healthy,38.5,68,6,255,15.9,65.7,27
cow_011,2025-01-18 12:00:00,65,24.1,79.2,healthy,38.5,64,7,413,16.0,82.7,23
cow_011,2025-01-18 18:00:00,65,29.2,72.1,healthy,38.9,65,4,379,16.9,71.2,26
cow_011,2025-01-19 00:00:00,65,24.2,51.9,healthy,38.9,71,10,333,12.3,82.0,26
cow_011,2025-01-19 06:00:00,65,23.0,53.6,healthy,38.1,60,9,389,16.7,84.0,25
cow_011,2025-01-19 12:00:00,65,27.8,72.6,healthy,39.0,67,8,354,12.2,88.1,28
cow_011,2025-01-19 18:00:00,65,24.6,62.2,healthy,38.7,62,10,421,15.3,86.6,20
cow_011,2025-01-20 00:00:00,65,23.5,74.7,healthy,38.6,74,8,431,14.2,71.4,22
cow_011,2025-01-20 06:00:00,65,24.0,55.4,healthy,38.0,73,7,414,16.3,81.6,24
cow_011,2025-01-20 12:00:00,65,21.8,78.0,healthy,38.6,57,8,329,11.4,86.9,29
cow_011,2025-01-20 18:00:00,65,23.4,60.5,healthy,38.2,58,7,412,17.3,89.3,23
cow_011,2025-01-21 00:00:00,65,25.2,53.7,healthy,38.5,51,10,441,16.3,81.3,23
cow_011,2025-01-21 06:00:00,65,22.1,56.2,healthy,38.5,62,9,469,11.7,95.9,21
cow_011,2025-01-21 12:00:00,65,29.6,62.4,healthy,38.3,51,9,404,14.2,69.7,19
cow_011,2025-01-21 18:00:00,65,26.5,68.6,healthy,38.2,69,7,415,12.9,94.5,27
cow_011,2025-01-22 00:00:00,65,21.9,62.3,healthy,38.5,57,7,372,17.6,93.7,24
cow_011,2025-01-22 06:00:00,65,25.3,79.4,healthy,38.7,66,9,331,12.0,71.6,21
cow_011,2025-01-22 12:00:00,65,27.0,71.8,healthy,39.0,67,5,291,11.5,67.2,30
cow_011,2025-01-22 18:00:00,65,25.7,71.9,healthy,38.6,59,8,495,12.7,73.3,19
cow_011,2025-01-23 00:00:00,65,27.2,74.5,healthy,38.1,61,7,467,13.6,70.0,26
cow_011,2025-01-23 06:00:00,65,29.4,77.2,healthy,38.3,69,9,391,13.0,67.5,26
cow_011,2025-01-23 12:00:00,65,28.3,72.8,healthy,38.6,71,6,407,13.0,70.3,19
cow_011,2025-01-23 18:00:00,65,22.3,75.7,healthy,38.3,65,6,457,12.9,75.1,27
cow_011,2025-01-24 00:00:00,65,25.3,56.8,healthy,38.7,56,7,442,16.3,96.7,24
cow_011,2025-01-24 06:00:00,65,26.6,79.4,healthy,39.0,65,10,348,15.5,68.5,25
cow_011,2025-01-24 12:00:00,65,24.5,73.5,healthy,38.5,73,4,378,16.4,77.7,22
cow_011,2025-01-24 18:00:00,65,24.0,55.9,healthy,38.3,67,6,385,11.8,85.1,21
cow_011,2025-01-25 00:00:00,65,24.0,73.6,healthy,38.7,62,6,410,14.5,57.2,26
cow_011,2025-01-25 06:00:00,65,22.6,75.2,healthy,38.4,72,6,450,15.0,81.7,25
cow_011,2025-01-25 12:00:00,65,28.6,73.0,healthy,38.8,60,7,431,13.7,92.9,23
cow_011,2025-01-25 18:00:00,65,24.6,55.9,healthy,38.1,74,7,349,13.4,78.4,26
cow_011,2025-01-26 00:00:00,65,28.1,69.5,healthy,38.4,61,7,387,15.3,78.7,26
cow_011,2025-01-26 06:00:00,65,24.5,69.7,healthy,38.1,64,9,494,18.3,85.8,25
cow_011,2025-01-26 12:00:00,65,20.6,56.3,healthy,37.9,69,3,383,16.1,75.1,27
cow_011,2025-01-26 18:00:00,65,27.1,50.1,healthy,38.5,60,9,408,14.0,82.2,23
cow_011,2025-01-27 00:00:00,65,23.9,55.9,healthy,38.6,69,9,361,16.0,110.7,21
cow_011,2025-01-27 06:00:00,65,24.5,64.0,healthy,38.4,61,8,418,11.9,90.5,21
cow_011,2025-01-27 12:00:00,65,27.4,66.9,healthy,38.8,65,9,355,13.6,85.9,23
cow_011,2025-01-27 18:00:00,65,21.3,64.9,healthy,38.4,63,8,440,20.9,88.0,24
cow_011,2025-01-28 00:00:00,65,28.8,80.0,healthy,38.4,68,8,450,14.9,73.7,25
cow_011,2025-01-28 06:00:00,65,20.9,51.0,healthy,38.9,70,8,426,16.5,53.7,30
cow_011,2025-01-28 12:00:00,65,26.7,70.9,healthy,39.0,65,6,395,15.9,80.0,18
cow_011,2025-01-28 18:00:00,65,28.0,61.8,healthy,38.7,69,5,407,13.2,63.9,20
cow_011,2025-01-29 00:00:00,65,20.1,59.9,healthy,38.5,59,4,370,14.0,65.5,26
cow_011,2025-01-29 06:00:00,65,26.7,67.9,healthy,38.7,69,8,349,17.1,86.9,24
cow_011,2025-01-29 12:00:00,65,25.9,73.6,healthy,38.3,71,5,393,11.6,81.0,27
cow_011,2025-01-29 18:00:00,65,27.1,67.9,healthy,38.3,70,9,394,16.9,77.7,26
cow_011,2025-01-30 00:00:00,65,21.9,62.0,healthy,38.5,72,6,397,17.5,70.5,27
cow_011,2025-01-30 06:00:00,65,20.3,77.8,healthy,38.9,63,6,386,16.0,88.2,20
cow_011,2025-01-30 12:00:00,65,29.4,68.5,healthy,38.5,63,7,398,9.6,78.5,27
cow_011,2025-01-30 18:00:00,65,21.4,67.4,healthy,38.7,65,10,413,11.9,76.3,24
cow_012,2025-01-01 00:00:00,67,22.1,61.1,healthy,38.4,64,5,347,17.2,86.4,30
cow_012,2025-01-01 06:00:00,67,27.3,77.0,healthy,38.6,60,6,360,15.7,102.3,26
cow_012,2025-01-01 12:00:00,67,29.0,59.6,healthy,39.1,62,8,450,14.6,91.1,28
cow_012,2025-01-01 18:00:00,67,28.2,51.7,healthy,38.7,66,7,346,11.7,82.9,27
